"R0000100","R0618301","T4112300"
1670,96168,172625
1671,73417,-5
1672,69784,40000
1673,29823,16724
1674,18407,0
1675,81370,-2
1676,91124,146300
1677,70900,115500
1678,93133,-5
1679,63569,-5
1680,36938,79980
1681,57385,0
1682,39965,22560
1683,-4,162000
1684,9501,-5
1685,12831,36000
1686,13896,10020
1687,320,9072
1688,4370,-5
1689,17974,-1
1690,10018,-5
1691,8827,-5
1692,7715,-5
1693,12322,-5
1694,5542,-5
1695,7259,16640
1696,17369,-2
1697,27193,-5
1698,12721,14400
1699,22942,-5
1700,52362,-5
1701,-4,-5
1702,34645,115000
1703,43083,-1
1704,-4,104000
1705,3733,-5
1706,21872,-1
1707,72599,-1
1708,76350,37400
1709,96230,-5
1710,68547,74587
1711,-4,22409
1712,95513,63414
1713,73632,-2
1714,3804,9624
1715,65144,-5
1716,39531,-5
1717,56157,100000
1718,-4,-2
1719,48050,-5
1720,25265,119000
1721,7672,100000
1722,31652,-5
1723,22559,-5
1724,28446,176000
1725,7182,20400
1726,29948,-5
1727,36181,125000
1728,12719,-5
1729,30508,-2
1730,66596,54000
1731,77552,-5
1732,62993,-5
1733,84465,497763
1734,80413,115000
1735,63611,-1
1736,66802,153000
1737,92639,-2
1738,35190,-5
1739,95901,53000
1740,49857,160000
1741,26424,17507
1742,90258,210200
1743,37853,-5
1744,67544,150000
1745,89799,-2
1746,96851,497763
1747,46668,35000
1748,96189,-5
1749,18993,0
1750,47189,-2
1751,4888,38000
1752,13451,-5
1753,8127,-5
1754,5521,60800
1755,37067,38900
1756,90905,497763
1757,-5,-5
1758,5654,53000
1759,9773,-2
1760,756,-2
1761,50011,-5
1762,25485,-5
1763,69733,140000
1764,42424,-5
1765,89216,75500
1766,78662,34000
1767,78713,-5
1768,36710,41000
1769,27375,69965
1770,-4,-2
1771,-5,-5
1772,14380,9960
1773,96768,-5
1774,28644,80000
1775,35079,103800
1776,50946,135100
1777,59015,-5
1778,46099,3000
1779,28861,115000
1780,73734,60000
1781,39081,95000
1782,70068,-2
1783,2479,-5
1784,81518,144852
1785,9875,45000
1786,37054,112000
1787,47805,47399
1788,77653,74000
1789,-4,-5
1790,71533,76044
1791,62787,-5
1792,87518,45000
1793,70892,-5
1794,-4,23936
1795,40415,245200
1796,43711,20000
1797,56703,13204
1798,85903,36000
1799,49292,107200
1800,92644,-2
1801,82873,-5
1802,77562,31620
1803,70548,93600
1804,91449,108500
1805,61837,-2
1806,55796,-5
1807,28020,62000
1808,89408,190000
1809,53998,-5
1810,53687,497763
1811,26227,-2
1812,16592,43000
1813,20562,9600
1814,36147,-5
1815,-5,103020
1816,13736,2400
1817,48100,0
1818,3815,-5
1819,79036,28000
1820,13650,18492
1821,-4,-5
1822,10564,950
1823,28584,10032
1824,6023,38300
1825,-4,-2
1826,62879,84985
1827,49943,-2
1828,10991,34450
1829,8102,13200
1830,7878,-5
1831,24374,-5
1832,16095,-5
1833,2225,16000
1834,21741,-5
1835,30175,55000
1836,51237,1935
1837,17492,75000
1838,13046,33000
1839,6120,-2
1840,22108,10464
1841,92678,96000
1842,74942,191300
1843,93330,-5
1844,87281,-5
1845,61673,-5
1846,73252,497763
1847,74288,89000
1848,29189,0
1849,48023,-5
1850,78006,-5
1851,34652,34992
1852,95156,-5
1853,63435,40000
1854,80983,150000
1855,11373,42000
1856,89788,-5
1857,64656,-5
1858,75798,156000
1859,38374,62000
1860,40414,89000
1861,90372,-5
1862,31547,70900
1863,61428,54800
1864,24149,-5
1865,27567,92000
1866,42755,33400
1867,89968,79064
1868,35098,131000
1869,26004,43400
1870,62593,49000
1871,67714,36000
1872,18192,64582
1873,16817,-2
1874,-5,-5
1875,90923,185000
1876,80183,35500
1877,91581,-5
1878,29321,65400
1879,84163,-5
1880,88272,100200
1881,42474,-2
1882,69410,-5
1883,59426,25140
1884,42428,11842
1885,65232,114220
1886,97470,-5
1887,9128,50000
1888,9400,-2
1889,42279,56325
1890,13298,39000
1891,46449,66702
1892,71671,-5
1893,31948,-5
1894,40716,-2
1895,84709,114204
1896,85085,98816
1897,54847,-5
1898,86838,-5
1899,24004,82220
1900,94120,-5
1901,-5,73000
1902,48953,168000
1903,26152,-5
1904,86141,80000
1905,58233,-5
1906,97146,497763
1907,44685,-5
1908,62442,-5
1909,54291,110070
1910,55765,68710
1911,75861,123300
1912,49375,85000
1913,41544,126150
1914,95324,105100
1915,87805,116076
1916,66692,-5
1917,27775,122000
1918,74519,91300
1919,57458,36200
1920,57750,-2
1921,2063,186000
1922,54503,-5
1923,64811,-5
1924,39286,169400
1925,66523,58000
1926,31904,99000
1927,53586,70000
1928,677,-2
1929,95734,97000
1930,95174,89000
1931,36431,46000
1932,32119,10320
1933,54774,-5
1934,90417,-5
1935,78782,52300
1936,64700,59000
1937,65749,497763
1938,71370,65000
1939,-4,-5
1940,2193,0
1941,62415,-5
1942,78604,-5
1943,-4,-5
1944,82351,130060
1945,-4,-5
1946,-4,20000
1947,41857,55000
1948,67218,497763
1949,71288,-5
1950,63150,-2
1951,45219,60000
1952,46049,16816
1953,87413,249000
1954,87743,139000
1955,79360,68376
1956,-4,-5
1957,10797,63400
1958,79330,52250
1959,29263,25000
1960,54424,67200
1961,48541,100100
1962,10280,120000
1963,63400,112300
1964,29838,46000
1965,52187,38785
1966,85623,62040
1967,61486,106000
1968,38792,-5
1969,62740,-5
1970,-4,40000
1971,51182,-5
1972,67619,-2
1973,72265,-5
1974,99471,-5
1975,80742,32000
1976,64089,-2
1977,37901,-5
1978,29377,97651
1979,88419,106500
1980,22423,90000
1981,-4,-5
1982,-4,-5
1983,-4,-5
1984,5142,8400
1985,59974,101500
1986,69903,-1
1987,42193,-5
1988,15656,84500
1989,37131,-5
1990,63260,123000
1991,9185,-5
1992,24185,103834
1993,34322,23000
1994,75484,-2
1995,33083,62000
1996,53612,37500
1997,-4,84185
1998,59463,95824
1999,67772,124600
2000,44196,-2
2001,325,17512
2002,35088,7900
2003,13023,-2
2004,94430,497763
2005,84088,99020
2006,87827,497763
2007,92051,110000
2008,72048,-5
2009,65559,-5
2010,75400,172000
2011,70191,10000
2012,39888,56000
2013,86555,69807
2014,54184,93000
2015,6573,42080
2016,67793,-2
2017,29830,148000
2018,72231,50800
2019,86358,-5
2020,23806,-5
2021,60008,60000
2022,23959,245600
2023,46161,13908
2024,89508,81000
2025,-4,-2
2026,-4,89656
2027,93336,15300
2028,50691,-5
2029,93935,171810
2030,77209,86000
2031,2044,46225
2032,22171,37000
2033,66318,140000
2034,56852,96224
2035,78055,70810
2036,36264,-5
2037,91541,-2
2038,97360,199000
2039,-4,-5
2040,85929,10723
2041,72820,18580
2042,91215,110000
2043,79655,79000
2044,72869,-5
2045,56026,44000
2046,27156,-2
2047,73594,-5
2048,94568,64000
2049,88874,93192
2050,36232,-5
2051,6945,-2
2052,-5,-5
2053,51878,-5
2054,4867,10800
2055,68805,61000
2056,57501,140250
2057,31002,10000
2058,80403,160504
2059,14787,98535
2060,47712,-5
2061,88199,198000
2062,39555,497763
2063,43820,68710
2064,33020,42718
2065,-5,-5
2066,27605,-2
2067,43433,75000
2068,55547,-5
2069,94465,-5
2070,13237,125000
2071,88381,77100
2072,89269,83040
2073,85923,23400
2074,77334,174000
2075,59435,-2
2076,30985,36808
2077,38150,24100
2078,0,-5
2079,38187,90090
2080,59980,9438
2081,51661,-2
2082,63727,42000
2083,94930,30030
2084,91686,0
2085,54815,54000
2086,39837,30000
2087,48513,72724
2088,56782,81540
2089,20616,-5
2090,22220,38000
2091,1004,9912
2092,8053,-5
2093,69551,80025
2094,7262,83332
2095,96803,-5
2096,32475,107000
2097,34695,56510
2098,22637,24000
2099,35591,160000
2100,89871,87925
2101,81726,157000
2102,41532,164000
2103,48443,96000
2104,68950,85370
2105,32761,58000
2106,37240,93500
2107,73284,96000
2108,75839,-5
2109,48671,-5
2110,88668,85000
2111,83141,-5
2112,80376,90000
2113,96423,260000
2114,41386,-5
2115,15430,112000
2116,16465,200000
2117,14899,-5
2118,29846,-5
2119,60326,97460
2120,51624,-2
2121,23368,66676
2122,9545,-5
2123,60172,96020
2124,84248,203000
2125,41508,29001
2126,72964,52000
2127,19922,59000
2128,15610,9972
2129,37305,12960
2130,49192,40792
2131,11193,75479
2132,55993,145000
2133,48488,82800
2134,9566,18000
2135,18212,58000
2136,55103,36906
2137,58069,-5
2138,71840,97700
2139,73026,-5
2140,40889,95700
2141,15355,65000
2142,45000,-5
2143,35041,56500
2144,94079,28704
2145,61172,115000
2146,55691,11988
2147,77202,92030
2148,63751,1360
2149,90353,27000
2150,21693,-5
2151,83719,-5
2152,46721,26000
2153,37209,59435
2154,95048,-5
2155,81840,250000
2156,53265,-2
2157,37901,32811
2158,63872,12520
2159,66343,100000
2160,2670,40000
2161,75888,-5
2162,83656,95000
2163,28730,105000
2164,64628,174225
2165,26635,23187
2166,-5,-5
2167,31225,-5
2168,88021,55000
2169,68018,89060
2170,74954,70200
2171,25417,109000
2172,35637,68400
2173,61735,64000
2174,37546,27932
2175,10247,-1
2176,41967,48200
2177,-5,97310
2178,72005,-1
2179,1150,23000
2180,45257,59000
2181,59167,-5
2182,75725,-5
2183,49559,120000
2184,72382,-1
2185,56926,121000
2186,85259,-1
2187,36060,-5
2188,17457,35000
2189,78361,82000
2190,22950,91000
2191,32061,61100
2192,-5,-2
2193,-5,50000
2194,13425,1200
2195,20150,-5
2196,42225,32270
2197,9445,-5
2198,38900,-5
2199,72237,-5
2200,96691,120200
2201,36411,29050
2202,81080,38000
2203,26932,23000
2204,61699,68000
2205,53188,-5
2206,6257,-5
2207,70593,50000
2208,23700,66000
2209,18385,100000
2210,24295,49496
2211,20545,38000
2212,23030,11844
2213,17477,-2
2214,34895,107000
2215,82989,26000
2216,49406,65000
2217,43910,39186
2218,63184,93000
2219,56923,77100
2220,97867,108500
2221,89867,34424
2222,92442,69403
2223,39914,80000
2224,17081,10650
2225,16597,157200
2226,10061,38000
2227,36775,55000
2228,14828,-5
2229,64933,-2
2230,88797,74320
2231,-4,-2
2232,44225,-1
2233,46278,80000
2234,47958,60320
2235,51156,80000
2236,63275,-5
2237,92195,120000
2238,86256,-5
2239,97213,130000
2240,7800,0
2241,43809,-5
2242,56049,-5
2243,68307,-5
2244,-5,-5
2245,77208,71800
2246,78739,21000
2247,68218,44000
2248,45670,-5
2249,2409,28000
2250,9393,-2
2251,6124,26800
2252,8956,1200
2253,10357,8376
2254,5171,61500
2255,16200,-5
2256,46836,-5
2257,31476,0
2258,69,20952
2259,26578,11900
2260,16199,5500
2261,7878,51000
2262,10575,-2
2263,57599,45000
2264,42749,800
2265,20490,27600
2266,5007,9000
2267,3045,6312
2268,23549,0
2269,3375,28000
2270,21855,50000
2271,18606,76000
2272,58780,68000
2273,3021,20600
2274,6793,61040
2275,49501,69228
2276,62253,-2
2277,96662,124870
2278,77514,45000
2279,-5,-5
2280,-5,-5
2281,9608,22800
2282,71586,-5
2283,37632,45200
2284,95913,42000
2285,72013,110000
2286,96655,180000
2287,92330,207000
2288,78609,92000
2289,46780,-5
2290,93861,94460
2291,95949,131000
2292,80035,-5
2293,75293,-5
2294,68092,290000
2295,39889,107755
2296,30730,-2
2297,57468,-5
2298,96456,100000
2299,97706,98000
2300,71562,-5
2301,86817,248200
2302,80788,255000
2303,72933,-5
2304,38541,35000
2305,6098,110000
2306,11194,60000
2307,8791,-5
2308,36775,-5
2309,27015,4668
2310,31605,53504
2311,29285,-5
2312,97015,-5
2313,49802,52000
2314,61328,83000
2315,4263,20748
2316,24702,19032
2317,41743,25675
2318,61993,25000
2319,19582,12092
2320,18969,27200
2321,79767,-5
2322,63353,-2
2323,39111,-2
2324,65301,163000
2325,-5,-5
2326,28790,107000
2327,65774,-5
2328,86148,39000
2329,69687,84874
2330,67104,-5
2331,97755,108543
2332,71851,39675
2333,53448,95000
2334,29171,-5
2335,69564,-5
2336,77766,87366
2337,74637,100
2338,78315,166000
2339,98849,-2
2340,29691,-2
2341,78245,123350
2342,45976,-5
2343,51182,94000
2344,9970,10000
2345,41932,28902
2346,90075,23600
2347,30014,21000
2348,2093,2400
2349,4375,-5
2350,44263,-5
2351,29414,55000
2352,10375,16656
2353,16861,28800
2354,12891,10360
2355,7025,-5
2356,9737,21000
2357,28150,-5
2358,1655,-5
2359,7500,20000
2360,43070,40000
2361,3283,216000
2362,23533,36256
2363,9471,-2
2364,2055,23800
2365,42207,38400
2366,44471,-5
2367,71637,-1
2368,28700,153000
2369,49737,87319
2370,58737,36300
2371,73239,-5
2372,93923,85000
2373,93056,-5
2374,-5,-2
2375,55494,118500
2376,71019,132000
2377,20582,29400
2378,59534,-5
2379,54611,-5
2380,73886,111880
2381,47888,11040
2382,44078,146200
2383,45054,66168
2384,32469,2000
2385,65800,132000
2386,57650,98000
2387,15697,82000
2388,42370,-5
2389,19282,-5
2390,-5,-5
2391,30723,-5
2392,17534,76935
2393,49268,-5
2394,75648,50000
2395,2857,10248
2396,6227,15400
2397,4622,47283
2398,24581,20800
2399,22029,96200
2400,83187,-1
2401,26892,-2
2402,55438,135718
2403,9333,-2
2404,34726,44400
2405,5543,17364
2406,6249,10164
2407,42294,-2
2408,19348,171000
2409,52806,-5
2410,41414,195100
2411,46715,128639
2412,35114,60000
2413,14248,0
2414,20904,-5
2415,87508,111321
2416,23714,260000
2417,23088,-5
2418,34796,-2
2419,24569,182000
2420,32849,41000
2421,37456,75000
2422,69107,7000
2423,40135,16992
2424,76175,87000
2425,7627,52000
2426,32946,100005
2427,47464,50000
2428,96956,-5
2429,90785,-5
2430,2515,23760
2431,42202,-5
2432,75425,-5
2433,78543,41050
2434,62347,-5
2435,89248,69000
2436,44875,105000
2437,79569,140000
2438,88511,129800
2439,68273,126800
2440,58833,-5
2441,42222,39004
2442,45630,183600
2443,56491,38232
2444,55573,82000
2445,56489,-5
2446,3106,-2
2447,48144,46000
2448,66195,-2
2449,15845,16960
2450,39399,36393
2451,57518,60025
2452,41091,57000
2453,82254,-5
2454,37211,25000
2455,35708,-5
2456,28404,-5
2457,5055,-5
2458,27175,-5
2459,26828,54700
2460,38338,7284
2461,62172,110175
2462,32803,26640
2463,94463,59000
2464,84734,-5
2465,95560,130200
2466,19489,28225
2467,58711,-5
2468,90937,213000
2469,34414,-5
2470,67455,106000
2471,38305,41000
2472,-4,109200
2473,97301,80000
2474,84254,55000
2475,74784,98000
2476,8430,-5
2477,75661,-5
2478,37129,26241
2479,69480,58000
2480,75990,55250
2481,20238,42972
2482,25665,38000
2483,21622,30000
2484,61373,15140
2485,25739,-5
2486,28136,16752
2487,22216,25128
2488,16414,24000
2489,57850,65000
2490,52356,25000
2491,64709,53060
2492,38249,90500
2493,71804,45000
2494,79940,101000
2495,13558,-5
2496,33651,20112
2497,81228,-5
2498,39968,67000
2499,-5,-5
2500,34544,-5
2501,28235,5164
2502,88459,159000
2503,72816,-5
2504,58556,23000
2505,64202,-2
2506,55130,-1
2507,16574,89000
2508,94069,161000
2509,84042,180000
2510,80410,217300
2511,78703,-5
2512,42884,13100
2513,32682,10005
2514,73711,145000
2515,76886,-5
2516,66867,87000
2517,76005,60834
2518,81543,30172
2519,66996,-5
2520,89746,-5
2521,11934,-2
2522,50210,125600
2523,90558,118450
2524,-4,86250
2525,39571,45732
2526,58333,151000
2527,9203,123600
2528,13091,46400
2529,28439,43400
2530,18716,29000
2531,70955,-5
2532,85019,-5
2533,81045,-1
2534,83061,-5
2535,24830,52300
2536,30397,89000
2537,35987,-2
2538,3243,-2
2539,29224,54500
2540,30170,-2
2541,98399,92424
2542,62877,93900
2543,35478,70000
2544,38630,115000
2545,75455,210000
2546,23330,-2
2547,42818,76500
2548,8222,-5
2549,92726,56000
2550,65344,-2
2551,99523,49000
2552,86171,84355
2553,72096,28000
2554,39097,-5
2555,40858,100000
2556,70610,79310
2557,93207,134316
2558,74219,105265
2559,71891,52000
2560,-4,-5
2561,5152,-5
2562,86851,-5
2563,83187,-5
2564,30568,90000
2565,97161,-2
2566,74666,70560
2567,95597,-1
2568,76751,30370
2569,88401,184200
2570,75897,65000
2571,90805,-5
2572,66774,77384
2573,82981,-1
2574,37594,85000
2575,31152,-5
2576,79804,25000
2577,27254,55000
2578,7222,28268
2579,98327,35400
2580,64668,-2
2581,42748,54000
2582,20223,-2
2583,52606,-5
2584,10007,45000
2585,51366,68001
2586,42596,120120
2587,6212,78000
2588,97318,-2
2589,94663,-1
2590,87121,-2
2591,66724,116240
2592,43541,36400
2593,3178,13176
2594,34866,124400
2595,19489,-1
2596,15430,20000
2597,50916,-5
2598,17817,-5
2599,12767,-1
2600,91908,-5
2601,-4,31640
2602,73986,55000
2603,86396,94000
2604,74370,-5
2605,15538,145000
2606,78782,-5
2607,90608,105042
2608,97809,-5
2609,-5,-5
2610,81963,0
2611,71378,-5
2612,29620,17148
2613,75030,63600
2614,23741,36700
2615,76118,63778
2616,56648,-2
2617,2497,-5
2618,-5,-5
2619,52931,-1
2620,67777,135000
2621,-4,69500
2622,93856,85000
2623,25070,-5
2624,95078,-5
2625,60770,0
2626,63940,28200
2627,44006,90000
2628,77623,109500
2629,58878,71600
2630,74682,170000
2631,69118,65000
2632,47268,-5
2633,99581,130300
2634,52493,86000
2635,32062,41333
2636,58714,-5
2637,91219,55000
2638,61133,-5
2639,20581,21000
2640,41277,12000
2641,-4,-5
2642,94600,125242
2643,43783,-5
2644,36729,-5
2645,8642,88500
2646,74779,187000
2647,47616,255000
2648,46315,-5
2649,98587,-5
2650,57532,18200
2651,44873,21060
2652,53648,43875
2653,4107,26000
2654,17893,64400
2655,7355,9748
2656,24110,-1
2657,9052,-5
2658,4014,23832
2659,13369,21712
2660,5171,-2
2661,7370,23500
2662,32449,10236
2663,5128,14000
2664,5795,-5
2665,21392,31000
2666,1722,26000
2667,810,185540
2668,25561,-5
2669,8169,-5
2670,30126,-5
2671,14123,-5
2672,13722,39304
2673,3536,-5
2674,-4,23500
2675,16569,20404
2676,2640,65000
2677,30421,-2
2678,62384,95110
2679,50680,20000
2680,81414,166000
2681,5686,17744
2682,5464,16824
2683,1949,36000
2684,78514,77700
2685,87232,120000
2686,96006,-5
2687,34539,-5
2688,74478,-5
2689,38206,90000
2690,34223,91000
2691,25784,70000
2692,13303,87000
2693,11426,19200
2694,57714,30000
2695,63262,-2
2696,47892,166000
2697,50180,-5
2698,2090,16640
2699,7961,17400
2700,2758,-5
2701,25652,167000
2702,73187,161000
2703,56056,110900
2704,43536,-5
2705,1930,78000
2706,22776,47848
2707,12320,40592
2708,13404,-2
2709,34134,18300
2710,6748,27000
2711,31136,-5
2712,18852,-5
2713,17630,30000
2714,90519,84000
2715,95099,-5
2716,10747,40312
2717,10936,35000
2718,14082,-5
2719,8366,-2
2720,1872,0
2721,3167,54000
2722,17373,66800
2723,34081,149761
2724,79723,497763
2725,92116,-2
2726,48378,-1
2727,67905,-5
2728,59815,-2
2729,52886,11000
2730,19730,1200
2731,56612,56900
2732,55890,43000
2733,3877,24000
2734,18418,39728
2735,13939,60000
2736,62998,33887
2737,76513,100000
2738,46571,152000
2739,82385,104968
2740,67494,55800
2741,50562,78000
2742,66725,78000
2743,19217,2400
2744,37729,44000
2745,52010,68000
2746,31161,57092
2747,13768,31000
2748,8081,64940
2749,30562,6000
2750,18880,45000
2751,17588,-5
2752,-4,90000
2753,27325,36590
2754,52618,-5
2755,73536,80000
2756,75140,-5
2757,4216,-5
2758,8653,82224
2759,643,48000
